name,latitude,longitude,year,count,mean,percentile90,percentile10,percentile95,percentile05,median,max,min
Ghana,6.5333,-0.8167,2019,129,3.955145752284499,9.714789131004899,0.13094176574951955,13.056025956405072,0.0022739754914226275,1.9086296551432895,24.617613417670395,0.00056517028987605722
Ghana,5.6167,-0.0167,2019,1959,3.8012900498513553,9.5056978679530584,0.04390269520328044,18.8142218282765,0.0077182611066514408,0.73251566083142283,79.194041871883286,0.00062896569214372666
Ghana,4.8833,-1.75,2019,89,3.703577098420598,12.24129455612084,0.099357314907668123,19.481076334237269,0.021133189530435713,1.1922900685634688,45.95334180446816,0.00053776020034533047
Ghana,5.2,-1.0667,2019,99,3.6443285190237726,8.548450689681097,0.10090672183651953,15.302807806897079,0.066301887934247322,1.5697210665139325,32.217039421710126,0.00058971541978240067
Ghana,7.5833,-1.9333,2019,74,3.6107226293201169,11.079463794210723,0.11676311494977198,13.793863999027206,0.0080104814615271584,1.1604620551101874,26.92034629805536,0.0023933398224720913
Ghana,5.6,-0.0667,2019,47,3.4552505216311489,8.2549857926279131,0.14303888734954223,9.9010211644912811,0.1207201498675835,2.6592844717947517,11.040444127185124,0.1047099380502846
Ghana,8.0,-2.0,2019,110176,3.3590971293115879,8.34413142253203,0.057000807128526905,14.66148173451557,0.015796935554624469,1.0079953723902291,208.07088017847795,0.000630736695212839
Ghana,9.4333,-0.0167,2019,2,3.0880292345456892,3.3950150834526918,2.7810433856386862,3.3950150834526918,2.7810433856386862,2.7810433856386862,3.3950150834526918,2.7810433856386862
Ghana,5.55,-0.2167,2019,9366,3.0246554719982459,7.3310950290015766,0.046850654323046956,13.797303946284964,0.0054085238335616929,0.803040962079182,54.663316062805961,0.00057228052382154516
Ghana,8.05,-1.7167,2019,3251,3.0105878033110551,8.5133525870610178,0.047987228205413027,11.372129952485164,0.013757260220221373,1.5525583454209888,39.646388944507663,0.00058033652290890474
Ghana,5.5573,-0.1864,2019,137,2.9375260258619873,10.152670662002604,0.025084594736080018,18.3582357062302,0.012322009348450215,0.39054547128986844,54.312904628823247,0.00066473370888750212
Ghana,4.8633,-2.2042,2019,244,2.8916095735131742,7.5534492975517091,0.093414114993902272,9.3332296493118143,0.040274513755369987,1.8116172760463967,21.250024461536857,0.00064096308264072785
Ghana,10.895,-1.0939,2019,2,2.8814193230481235,3.3862442413809677,2.37659440471528,3.3862442413809677,2.37659440471528,2.37659440471528,3.3862442413809677,2.37659440471528
Ghana,5.5333,-0.7,2019,131,2.7945272439094682,9.20969273220614,0.03856387877308521,12.508804872855645,0.014964317522271344,0.647913091901787,24.893606125559245,0.00064348814581899414
Ghana,5.5345,-0.4168,2019,19,2.6713431251776969,16.124767169043754,0.01154515856432207,18.714629309382591,0.00069066697510555082,0.79294179413778976,18.714629309382591,0.00069066697510555082
Ghana,10.7856,-0.8514,2019,31,2.2181189884811143,5.8173574987002823,0.30579269449458241,6.7752909049269681,0.11671470592554548,1.6868554179780981,7.5509770820333086,0.098283263182494224
Ghana,5.3333,-0.6167,2019,50,2.0624492751635133,4.8900193112727264,0.023664430070769259,9.4754120585500115,0.005068565990629657,0.76291322362993574,13.971047823743278,0.00035185135345554546
Ghana,5.7,-0.0333,2019,137,1.827550488073896,4.9079576080047369,0.03882617475155474,7.531883836013999,0.0024606729649010073,0.583109997553682,24.920373374961688,0.00059093429841658852
Ghana,9.4,-0.8333,2019,31,1.8119775296381553,3.7148731049603714,0.16037878183716206,5.0245925298794312,0.038317741340576063,1.0140099940421954,6.7495354677417536,0.0031015751150779915
Ghana,5.7,-0.3,2019,23,1.641534331460738,3.5512407258005334,0.021634961126823674,4.5963665335747494,0.013361231140609645,0.1236368748693662,12.848097328848096,0.013307503440088499
Ghana,5.5833,-0.1,2019,9,1.6351023732048431,3.7199137223915857,0.0027455719024319087,3.7199137223915857,0.0027455719024319087,1.4772705932707806,3.7199137223915857,0.0027455719024319087
Ghana,5.5598,-0.2127,2019,18,1.603022329741971,4.8704145651154063,0.0019806242962340059,9.4372776794257813,0.0013722403231816917,0.53797536444873884,9.4372776794257813,0.0013722403231816917
Ghana,6.3167,-0.5833,2019,2,1.5094222036792058,2.9581621657626345,0.060682241595776967,2.9581621657626345,0.060682241595776967,0.060682241595776967,2.9581621657626345,0.060682241595776967
Ghana,6.2,-1.6667,2019,10,1.1839293070220935,2.3262656745025523,0.00082321060856619288,2.3523588084966671,0.00082321060856619288,0.84042386328188567,2.3523588084966671,0.00082321060856619288
Ghana,6.0667,0.5167,2019,26,1.1782051481890332,3.1283528182245983,0.1409043068635713,3.7053976750852162,0.13976096144992478,0.59259913284828825,4.3146121689447812,0.12125298918950968
Ghana,6.55,-0.7667,2019,8,1.0180358594792307,2.6982021779344247,0.039183714725291759,2.6982021779344247,0.039183714725291759,0.15794880333691277,2.6982021779344247,0.039183714725291759
Ghana,11.0581,-0.2417,2019,865,0.80029540405089206,2.1418892917132921,0.018803270883830277,4.0196362556422773,0.0028486376390491246,0.28142952293387846,12.29356070461024,0.000542763693404654
Ghana,5.8833,-0.1167,2019,24,0.78779287876209358,1.6489940010336561,0.18985505070219047,1.7007108300827418,0.044549265001319505,0.67712845620526463,1.8047776183089166,0.0032824257788666646
Ghana,5.5551,-0.2725,2019,37,0.67200270205816315,2.1084697808836483,0.00081816843642008223,2.5460854119471477,0.00063959990414928162,0.20564763179766596,2.9358872088333063,0.00058991343276413
Ghana,6.6667,-1.8167,2019,33,0.53613112008054875,1.4659119742291897,0.00894785182007569,1.5762983475183485,0.0076692159335267429,0.33002263657442732,1.6213878559205359,0.0044093804049314027
